Name,Code,Description
Causas externas de morbilidad y de mortalidad,X146,"Contacto con aire y gases calientes, area industrial y de la construccion"
Causas externas de morbilidad y de mortalidad,X147,"Contacto con aire y gases calientes, granja"
Causas externas de morbilidad y de mortalidad,X148,"Contacto con aire y gases calientes, otro lugar especificado"
Causas externas de morbilidad y de mortalidad,X149,"Contacto con aire y gases calientes, lugar no especificado"
Causas externas de morbilidad y de mortalidad,X150,"Contacto con utensilios domesticos calientes, vivienda"
Causas externas de morbilidad y de mortalidad,X151,"Contacto con utensilios domesticos calientes, institucion residencial"
Causas externas de morbilidad y de mortalidad,X152,"Contacto con utensilios domesticos calientes, escuelas, otras instituciones y areas administrativas publicas"
Causas externas de morbilidad y de mortalidad,X153,"Contacto con utensilios domesticos calientes, areas de deporte y atletismo"
Causas externas de morbilidad y de mortalidad,X154,"Contacto con utensilios domesticos calientes, calles y carreteras"
Causas externas de morbilidad y de mortalidad,X155,"Contacto con utensilios domesticos calientes, comercio y area de servicios"
Causas externas de morbilidad y de mortalidad,X156,"Contacto con utensilios domesticos calientes, area industrial y de la construccion"
Causas externas de morbilidad y de mortalidad,X157,"Contacto con utensilios domesticos calientes, granja"
Causas externas de morbilidad y de mortalidad,X158,"Contacto con utensilios domesticos calientes, otro lugar especificado"
Causas externas de morbilidad y de mortalidad,X159,"Contacto con utensilios domesticos calientes, lugar no especificado"
Causas externas de morbilidad y de mortalidad,X160,"Contacto con radiadores, canerias y artefactos para calefaccion, calientes, vivienda"
Causas externas de morbilidad y de mortalidad,X161,"Contacto con radiadores, canerias y artefactos para calefaccion, calientes, institucion residencial"
Causas externas de morbilidad y de mortalidad,X162,"Contacto con radiadores, canerias y artefactos para calefaccion, calientes, escuelas, otras instituciones y areas administrativas publicas"
Causas externas de morbilidad y de mortalidad,X163,"Contacto con radiadores, canerias y artefactos para calefaccion, calientes, areas de deporte y atletismo"
Causas externas de morbilidad y de mortalidad,X164,"Contacto con radiadores, canerias y artefactos para calefaccion, calientes, calles y carreteras"
Causas externas de morbilidad y de mortalidad,X165,"Contacto con radiadores, canerias y artefactos para calefaccion, calientes, comercio y area de servicios"
Causas externas de morbilidad y de mortalidad,X166,"Contacto con radiadores, canerias y artefactos para calefaccion, calientes, area industrial y de la construccion"
Causas externas de morbilidad y de mortalidad,X167,"Contacto con radiadores, canerias y artefactos para calefaccion, calientes, granja"
Causas externas de morbilidad y de mortalidad,X168,"Contacto con radiadores, canerias y artefactos para calefaccion, calientes, otro lugar especificado"
Causas externas de morbilidad y de mortalidad,X169,"Contacto con radiadores, canerias y artefactos para calefaccion, calientes, lugar no especificado"
Causas externas de morbilidad y de mortalidad,X170,"Contacto con maquinas, motores y herramientas calientes, vivienda"
Causas externas de morbilidad y de mortalidad,X171,"Contacto con maquinas, motores y herramientas calientes, institucion residencial"
Causas externas de morbilidad y de mortalidad,X172,"Contacto con maquinas, motores y herramientas calientes, escuelas, otras instituciones y areas administrativas publicas"
Causas externas de morbilidad y de mortalidad,X173,"Contacto con maquinas, motores y herramientas calientes, areas de deporte y atletismo"
Causas externas de morbilidad y de mortalidad,X174,"Contacto con maquinas, motores y herramientas calientes, calles y carreteras"
Causas externas de morbilidad y de mortalidad,X175,"Contacto con maquinas, motores y herramientas calientes, comercio y area de servicios"
Causas externas de morbilidad y de mortalidad,X176,"Contacto con maquinas, motores y herramientas calientes, area industrial y de la construccion"
Causas externas de morbilidad y de mortalidad,X177,"Contacto con maquinas, motores y herramientas calientes, granja"
Causas externas de morbilidad y de mortalidad,X178,"Contacto con maquinas, motores y herramientas calientes, otro lugar especificado"
Causas externas de morbilidad y de mortalidad,X179,"Contacto con maquinas, motores y herramientas calientes, lugar no especificado"
Causas externas de morbilidad y de mortalidad,X180,"Contacto con otros metales calientes, vivienda"
Causas externas de morbilidad y de mortalidad,X181,"Contacto con otros metales calientes, institucion residencial"
Causas externas de morbilidad y de mortalidad,X182,"Contacto con otros metales calientes, escuelas, otras instituciones y areas administrativas publicas"
Causas externas de morbilidad y de mortalidad,X183,"Contacto con otros metales calientes, areas de deporte y atletismo"
Causas externas de morbilidad y de mortalidad,X184,"Contacto con otros metales calientes, calles y carreteras"
Causas externas de morbilidad y de mortalidad,X185,"Contacto con otros metales calientes, comercio y area de servicios"
Causas externas de morbilidad y de mortalidad,X186,"Contacto con otros metales calientes, area industrial y de la construccion"
Causas externas de morbilidad y de mortalidad,X187,"Contacto con otros metales calientes, granja"
Causas externas de morbilidad y de mortalidad,X188,"Contacto con otros metales calientes, otro lugar especificado"
Causas externas de morbilidad y de mortalidad,X189,"Contacto con otros metales calientes, lugar no especificado"
Causas externas de morbilidad y de mortalidad,X190,"Contacto con otras sustancias calientes, y las no especificadas, vivienda"
Causas externas de morbilidad y de mortalidad,X191,"Contacto con otras sustancias calientes, y las no especificadas, institucion residencial"
Causas externas de morbilidad y de mortalidad,X192,"Contacto con otras sustancias calientes, y las no especificadas, escuelas, otras instituciones y areas administrativas publicas"
Causas externas de morbilidad y de mortalidad,X193,"Contacto con otras sustancias calientes, y las no especificadas, areas de deporte y atletismo"
Causas externas de morbilidad y de mortalidad,X194,"Contacto con otras sustancias calientes, y las no especificadas, calles y carreteras"
Causas externas de morbilidad y de mortalidad,X195,"Contacto con otras sustancias calientes, y las no especificadas, comercio y area de servicios"
Causas externas de morbilidad y de mortalidad,X196,"Contacto con otras sustancias calientes, y las no especificadas, area industrial y de la construccion"
Causas externas de morbilidad y de mortalidad,X197,"Contacto con otras sustancias calientes, y las no especificadas, granja"
Causas externas de morbilidad y de mortalidad,X198,"Contacto con otras sustancias calientes, y las no especificadas, otro lugar especificado"
Causas externas de morbilidad y de mortalidad,X199,"Contacto con otras sustancias calientes, y las no especificadas, lugar no especificado"
Causas externas de morbilidad y de mortalidad,X200,"Contacto traumatico con serpientes y lagartos venenosos, vivienda"
Causas externas de morbilidad y de mortalidad,X201,"Contacto traumatico con serpientes y lagartos venenosos, institucion residencial"
Causas externas de morbilidad y de mortalidad,X202,"Contacto traumatico con serpientes y lagartos venenosos, escuelas, otras instituciones y areas administrativas publicas"
Causas externas de morbilidad y de mortalidad,X203,"Contacto traumatico con serpientes y lagartos venenosos, areas de deporte y atletismo"
Causas externas de morbilidad y de mortalidad,X204,"Contacto traumatico con serpientes y lagartos venenosos, calles y carreteras"
Causas externas de morbilidad y de mortalidad,X205,"Contacto traumatico con serpientes y lagartos venenosos, comercio y area de servicios"
Causas externas de morbilidad y de mortalidad,X206,"Contacto traumatico con serpientes y lagartos venenosos, area industrial y de la construccion"
Causas externas de morbilidad y de mortalidad,X207,"Contacto traumatico con serpientes y lagartos venenosos, granja"
Causas externas de morbilidad y de mortalidad,X208,"Contacto traumatico con serpientes y lagartos venenosos, otro lugar especificado"
Causas externas de morbilidad y de mortalidad,X209,"Contacto traumatico con serpientes y lagartos venenosos, lugar no especificado"
Causas externas de morbilidad y de mortalidad,X210,"Contacto traumatico con aranas venenosas, vivienda"
Causas externas de morbilidad y de mortalidad,X211,"Contacto traumatico con aranas venenosas, institucion residencial"
Causas externas de morbilidad y de mortalidad,X212,"Contacto traumatico con aranas venenosas, escuelas, otras instituciones y areas administrativas publicas"
Causas externas de morbilidad y de mortalidad,X213,"Contacto traumatico con aranas venenosas, areas de deporte y atletismo"
Causas externas de morbilidad y de mortalidad,X214,"Contacto traumatico con aranas venenosas, calles y carreteras"
Causas externas de morbilidad y de mortalidad,X215,"Contacto traumatico con aranas venenosas, comercio y area de servicios"
Causas externas de morbilidad y de mortalidad,X216,"Contacto traumatico con aranas venenosas, area industrial y de la construccion"
Causas externas de morbilidad y de mortalidad,X217,"Contacto traumatico con aranas venenosas, granja"
Causas externas de morbilidad y de mortalidad,X218,"Contacto traumatico con aranas venenosas, otro lugar especificado"
Causas externas de morbilidad y de mortalidad,X219,"Contacto traumatico con aranas venenosas, lugar no especificado"
Causas externas de morbilidad y de mortalidad,X220,"Contacto traumatico con escorpion, vivienda"
Causas externas de morbilidad y de mortalidad,X221,"Contacto traumatico con escorpion, institucion residencial"
Causas externas de morbilidad y de mortalidad,X222,"Contacto traumatico con escorpion, escuelas, otras instituciones y areas administrativas publicas"
Causas externas de morbilidad y de mortalidad,X223,"Contacto traumatico con escorpion, areas de deporte y atletismo"
Causas externas de morbilidad y de mortalidad,X224,"Contacto traumatico con escorpion, calles y carreteras"
Causas externas de morbilidad y de mortalidad,X225,"Contacto traumatico con escorpion, comercio y area de servicios"
Causas externas de morbilidad y de mortalidad,X226,"Contacto traumatico con escorpion, area industrial y de la construccion"
Causas externas de morbilidad y de mortalidad,X227,"Contacto traumatico con escorpion, granja"
Causas externas de morbilidad y de mortalidad,X228,"Contacto traumatico con escorpion, otro lugar especificado"
Causas externas de morbilidad y de mortalidad,X229,"Contacto traumatico con escorpion, lugar no especificado"
Causas externas de morbilidad y de mortalidad,X230,"Contacto traumatico con avispones, avispas y abejas, vivienda"
Causas externas de morbilidad y de mortalidad,X231,"Contacto traumatico con avispones, avispas y abejas, institucion residencial"
Causas externas de morbilidad y de mortalidad,X232,"Contacto traumatico con avispones, avispas y abejas, escuelas, otras instituciones y areas administrativas publicas"
Causas externas de morbilidad y de mortalidad,X233,"Contacto traumatico con avispones, avispas y abejas, areas de deporte y atletismo"
Causas externas de morbilidad y de mortalidad,X234,"Contacto traumatico con avispones, avispas y abejas, calles y carreteras"
Causas externas de morbilidad y de mortalidad,X235,"Contacto traumatico con avispones, avispas y abejas, comercio y area de servicios"
Causas externas de morbilidad y de mortalidad,X236,"Contacto traumatico con avispones, avispas y abejas, area industrial y de la construccion"
Causas externas de morbilidad y de mortalidad,X237,"Contacto traumatico con avispones, avispas y abejas, granja"
Causas externas de morbilidad y de mortalidad,X238,"Contacto traumatico con avispones, avispas y abejas, otro lugar especificado"
Causas externas de morbilidad y de mortalidad,X239,"Contacto traumatico con avispones, avispas y abejas, lugar no especificado"
Causas externas de morbilidad y de mortalidad,X240,"Contacto traumatico con centipodos y miriapodos venenosos (tropicales), vivienda"
Causas externas de morbilidad y de mortalidad,X241,"Contacto traumatico con centipodos y miriapodos venenosos (tropicales), institucion residencial"
Causas externas de morbilidad y de mortalidad,X242,"Contacto traumatico con centipodos y miriapodos venenosos (tropicales), escuelas, otras instituciones y areas administrativas publicas"
Causas externas de morbilidad y de mortalidad,X243,"Contacto traumatico con centipodos y miriapodos venenosos (tropicales), areas de deporte y atletismo"
Causas externas de morbilidad y de mortalidad,X244,"Contacto traumatico con centipodos y miriapodos venenosos (tropicales), calles y carreteras"
Causas externas de morbilidad y de mortalidad,X245,"Contacto traumatico con centipodos y miriapodos venenosos (tropicales), comercio y area de servicios"
Causas externas de morbilidad y de mortalidad,X246,"Contacto traumatico con centipodos y miriapodos venenosos (tropicales), area industrial y de la construccion"
Causas externas de morbilidad y de mortalidad,X247,"Contacto traumatico con centipodos y miriapodos venenosos (tropicales), granja"
Causas externas de morbilidad y de mortalidad,X248,"Contacto traumatico con centipodos y miriapodos venenosos (tropicales), otro lugar especificado"
Causas externas de morbilidad y de mortalidad,X249,"Contacto traumatico con centipodos y miriapodos venenosos (tropicales), lugar no especificado"
Causas externas de morbilidad y de mortalidad,X250,"Contacto traumatico con otros artropodos venenosos, vivienda"
Causas externas de morbilidad y de mortalidad,X251,"Contacto traumatico con otros artropodos venenosos, institucion residencial"
Causas externas de morbilidad y de mortalidad,X252,"Contacto traumatico con otros artropodos venenosos, escuelas, otras instituciones y areas administrativas publicas"
Causas externas de morbilidad y de mortalidad,X253,"Contacto traumatico con otros artropodos venenosos, areas de deporte y atletismo"
Causas externas de morbilidad y de mortalidad,X254,"Contacto traumatico con otros artropodos venenosos, calles y carreteras"
Causas externas de morbilidad y de mortalidad,X255,"Contacto traumatico con otros artropodos venenosos, comercio y area de servicios"
Causas externas de morbilidad y de mortalidad,X256,"Contacto traumatico con otros artropodos venenosos, area industrial y de la construccion"
Causas externas de morbilidad y de mortalidad,X257,"Contacto traumatico con otros artropodos venenosos, granja"
Causas externas de morbilidad y de mortalidad,X258,"Contacto traumatico con otros artropodos venenosos, otro lugar especificado"
Causas externas de morbilidad y de mortalidad,X259,"Contacto traumatico con otros artropodos venenosos, lugar no especificado"
Causas externas de morbilidad y de mortalidad,X260,"Contacto traumatico con animales y plantas marinas venenosos, vivienda"
Causas externas de morbilidad y de mortalidad,X261,"Contacto traumatico con animales y plantas marinas venenosos, institucion residencial"
Causas externas de morbilidad y de mortalidad,X262,"Contacto traumatico con animales y plantas marinas venenosos, escuelas, otras instituciones y areas administrativas publicas"
Causas externas de morbilidad y de mortalidad,X263,"Contacto traumatico con animales y plantas marinas venenosos, areas de deporte y atletismo"
Causas externas de morbilidad y de mortalidad,X264,"Contacto traumatico con animales y plantas marinas venenosos, calles y carreteras"
Causas externas de morbilidad y de mortalidad,X265,"Contacto traumatico con animales y plantas marinas venenosos, comercio y area de servicios"
Causas externas de morbilidad y de mortalidad,X266,"Contacto traumatico con animales y plantas marinas venenosos, area industrial y de la construccion"
Causas externas de morbilidad y de mortalidad,X267,"Contacto traumatico con animales y plantas marinas venenosos, granja"
Causas externas de morbilidad y de mortalidad,X268,"Contacto traumatico con animales y plantas marinas venenosos, otro lugar especificado"
Causas externas de morbilidad y de mortalidad,X269,"Contacto traumatico con animales y plantas marinas venenosos, lugar no especificado"
Causas externas de morbilidad y de mortalidad,X270,"Contacto traumatico con otros animales venenosos especificados, vivienda"
Causas externas de morbilidad y de mortalidad,X271,"Contacto traumatico con otros animales venenosos especificados, institucion residencial"
Causas externas de morbilidad y de mortalidad,X272,"Contacto traumatico con otros animales venenosos especificados, escuelas, otras instituciones y areas administrativas publicas"
Causas externas de morbilidad y de mortalidad,X273,"Contacto traumatico con otros animales venenosos especificados, areas de deporte y atletismo"
Causas externas de morbilidad y de mortalidad,X274,"Contacto traumatico con otros animales venenosos especificados, calles y carreteras"
Causas externas de morbilidad y de mortalidad,X275,"Contacto traumatico con otros animales venenosos especificados, comercio y area de servicios"
Causas externas de morbilidad y de mortalidad,X276,"Contacto traumatico con otros animales venenosos especificados, area industrial y de la construccion"
Causas externas de morbilidad y de mortalidad,X277,"Contacto traumatico con otros animales venenosos especificados, granja"
Causas externas de morbilidad y de mortalidad,X278,"Contacto traumatico con otros animales venenosos especificados, otro lugar especificado"
Causas externas de morbilidad y de mortalidad,X279,"Contacto traumatico con otros animales venenosos especificados, lugar no especificado"
Causas externas de morbilidad y de mortalidad,X280,"Contacto traumatico con otras plantas venenosas especificadas, vivienda"
Causas externas de morbilidad y de mortalidad,X281,"Contacto traumatico con otras plantas venenosas especificadas, institucion residencial"
Causas externas de morbilidad y de mortalidad,X282,"Contacto traumatico con otras plantas venenosas especificadas, escuelas, otras instituciones y areas administrativas publicas"
Causas externas de morbilidad y de mortalidad,X283,"Contacto traumatico con otras plantas venenosas especificadas, areas de deporte y atletismo"
Causas externas de morbilidad y de mortalidad,X284,"Contacto traumatico con otras plantas venenosas especificadas, calles y carreteras"
Causas externas de morbilidad y de mortalidad,X285,"Contacto traumatico con otras plantas venenosas especificadas, comercio y area de servicios"
Causas externas de morbilidad y de mortalidad,X286,"Contacto traumatico con otras plantas venenosas especificadas, area industrial y de la construccion"
Causas externas de morbilidad y de mortalidad,X287,"Contacto traumatico con otras plantas venenosas especificadas, granja"
Causas externas de morbilidad y de mortalidad,X288,"Contacto traumatico con otras plantas venenosas especificadas, otro lugar especificado"
Causas externas de morbilidad y de mortalidad,X289,"Contacto traumatico con otras plantas venenosas especificadas, lugar no especificado"
Causas externas de morbilidad y de mortalidad,X290,"Contacto traumatico con animales y plantas venenosos no especificados, vivienda"
Causas externas de morbilidad y de mortalidad,X291,"Contacto traumatico con animales y plantas venenosos no especificados, institucion residencial"
Causas externas de morbilidad y de mortalidad,X292,"Contacto traumatico con animales y plantas venenosos no especificados, escuelas, otras instituciones y areas administrativas publicas"
Causas externas de morbilidad y de mortalidad,X293,"Contacto traumatico con animales y plantas venenosos no especificados, areas de deporte y atletismo"
Causas externas de morbilidad y de mortalidad,X294,"Contacto traumatico con animales y plantas venenosos no especificados, calles y carreteras"
Causas externas de morbilidad y de mortalidad,X295,"Contacto traumatico con animales y plantas venenosos no especificados, comercio y area de servicios"
Causas externas de morbilidad y de mortalidad,X296,"Contacto traumatico con animales y plantas venenosos no especificados, area industrial y de la construccion"
Causas externas de morbilidad y de mortalidad,X297,"Contacto traumatico con animales y plantas venenosos no especificados, granja"
Causas externas de morbilidad y de mortalidad,X298,"Contacto traumatico con animales y plantas venenosos no especificados, otro lugar especificado"
Causas externas de morbilidad y de mortalidad,X299,"Contacto traumatico con animales y plantas venenosos no especificados, lugar no especificado"
Causas externas de morbilidad y de mortalidad,X300,"Exposicion al calor natural excesivo, vivienda"
Causas externas de morbilidad y de mortalidad,X301,"Exposicion al calor natural excesivo, institucion residencial"
Causas externas de morbilidad y de mortalidad,X302,"Exposicion al calor natural excesivo, escuelas, otras instituciones y areas administrativas publicas"
Causas externas de morbilidad y de mortalidad,X303,"Exposicion al calor natural excesivo, areas de deporte y atletismo"
Causas externas de morbilidad y de mortalidad,X304,"Exposicion al calor natural excesivo, calles y carreteras"
Causas externas de morbilidad y de mortalidad,X305,"Exposicion al calor natural excesivo, comercio y area de servicios"
Causas externas de morbilidad y de mortalidad,X306,"Exposicion al calor natural excesivo, area industrial y de la construccion"
Causas externas de morbilidad y de mortalidad,X307,"Exposicion al calor natural excesivo, granja"
Causas externas de morbilidad y de mortalidad,X308,"Exposicion al calor natural excesivo, otro lugar especificado"
Causas externas de morbilidad y de mortalidad,X309,"Exposicion al calor natural excesivo, lugar no especificado"
Causas externas de morbilidad y de mortalidad,X310,"Exposicion al frio natural excesivo, vivienda"
Causas externas de morbilidad y de mortalidad,X311,"Exposicion al frio natural excesivo, institucion residencial"
Causas externas de morbilidad y de mortalidad,X312,"Exposicion al frio natural excesivo, escuelas, otras instituciones y areas administrativas publicas"
Causas externas de morbilidad y de mortalidad,X313,"Exposicion al frio natural excesivo, areas de deporte y atletismo"
Causas externas de morbilidad y de mortalidad,X314,"Exposicion al frio natural excesivo, calles y carreteras"
Causas externas de morbilidad y de mortalidad,X315,"Exposicion al frio natural excesivo, comercio y area de servicios"
Causas externas de morbilidad y de mortalidad,X316,"Exposicion al frio natural excesivo, area industrial y de la construccion"
Causas externas de morbilidad y de mortalidad,X317,"Exposicion al frio natural excesivo, granja"
Causas externas de morbilidad y de mortalidad,X318,"Exposicion al frio natural excesivo, otro lugar especificado"
Causas externas de morbilidad y de mortalidad,X319,"Exposicion al frio natural excesivo, lugar no especificado"
Causas externas de morbilidad y de mortalidad,X320,"Exposicion a rayos solares, vivienda"
Causas externas de morbilidad y de mortalidad,X321,"Exposicion a rayos solares, institucion residencial"
Causas externas de morbilidad y de mortalidad,X322,"Exposicion a rayos solares, escuelas, otras instituciones y areas administrativas publicas"
Causas externas de morbilidad y de mortalidad,X323,"Exposicion a rayos solares, areas de deporte y atletismo"
Causas externas de morbilidad y de mortalidad,X324,"Exposicion a rayos solares, calles y carreteras"
Causas externas de morbilidad y de mortalidad,X325,"Exposicion a rayos solares, comercio y area de servicios"
Causas externas de morbilidad y de mortalidad,X326,"Exposicion a rayos solares, area industrial y de la construccion"
Causas externas de morbilidad y de mortalidad,X327,"Exposicion a rayos solares, granja"
Causas externas de morbilidad y de mortalidad,X328,"Exposicion a rayos solares, otro lugar especificado"
Causas externas de morbilidad y de mortalidad,X329,"Exposicion a rayos solares, lugar no especificado"
Causas externas de morbilidad y de mortalidad,X330,"Victima de rayo, vivienda"
Causas externas de morbilidad y de mortalidad,X331,"Victima de rayo, institucion residencial"
Causas externas de morbilidad y de mortalidad,X332,"Victima de rayo, escuelas, otras instituciones y areas administrativas publicas"
Causas externas de morbilidad y de mortalidad,X333,"Victima de rayo, areas de deporte y atletismo"
Causas externas de morbilidad y de mortalidad,X334,"Victima de rayo, calles y carreteras"
Causas externas de morbilidad y de mortalidad,X335,"Victima de rayo, comercio y area de servicios"
Causas externas de morbilidad y de mortalidad,X336,"Victima de rayo, area industrial y de la construccion"
Causas externas de morbilidad y de mortalidad,X337,"Victima de rayo, granja"
Causas externas de morbilidad y de mortalidad,X338,"Victima de rayo, otro lugar especificado"
Causas externas de morbilidad y de mortalidad,X339,"Victima de rayo, lugar no especificado"
Causas externas de morbilidad y de mortalidad,X340,Víctima de movimientos cataclísmicos de la tierra causados por terremoto
Causas externas de morbilidad y de mortalidad,X341,Víctima de tsunami
Causas externas de morbilidad y de mortalidad,X348,Víctima de otros efectos de terremoto especificados
Causas externas de morbilidad y de mortalidad,X349,Víctima de efectos de terremoto no especificados
Causas externas de morbilidad y de mortalidad,X350,"Victima de erupcion volcanica, vivienda"
Causas externas de morbilidad y de mortalidad,X351,"Victima de erupcion volcanica, institucion residencial"
Causas externas de morbilidad y de mortalidad,X352,"Victima de erupcion volcanica, escuelas, otras instituciones y areas administrativas publicas"
Causas externas de morbilidad y de mortalidad,X353,"Victima de erupcion volcanica, areas de deporte y atletismo"
Causas externas de morbilidad y de mortalidad,X354,"Victima de erupcion volcanica, calles y carreteras"
Causas externas de morbilidad y de mortalidad,X355,"Victima de erupcion volcanica, comercio y area de servicios"
Causas externas de morbilidad y de mortalidad,X356,"Victima de erupcion volcanica, area industrial y de la construccion"
Causas externas de morbilidad y de mortalidad,X357,"Victima de erupcion volcanica, granja"
Causas externas de morbilidad y de mortalidad,X358,"Victima de erupcion volcanica, otro lugar especificado"
Causas externas de morbilidad y de mortalidad,X359,"Victima de erupcion volcanica, lugar no especificado"
Causas externas de morbilidad y de mortalidad,X360,"Victima de avalancha, derrumbe y otros movimientos de tierra, vivienda"
Causas externas de morbilidad y de mortalidad,X361,"Victima de avalancha, derrumbe y otros movimientos de tierra, institucion residencial"
Causas externas de morbilidad y de mortalidad,X362,"Victima de avalancha, derrumbe y otros movimientos de tierra, escuelas, otras instituciones y areas administrativas publicas"
Causas externas de morbilidad y de mortalidad,X363,"Victima de avalancha, derrumbe y otros movimientos de tierra, areas de deporte y atletismo"
Causas externas de morbilidad y de mortalidad,X364,"Victima de avalancha, derrumbe y otros movimientos de tierra, calles y carreteras"
Causas externas de morbilidad y de mortalidad,X365,"Victima de avalancha, derrumbe y otros movimientos de tierra, comercio y areas de servicio"
Causas externas de morbilidad y de mortalidad,X366,"Victima de avalancha, derrumbe y otros movimientos de tierra, area industrial y de la construccion"
Causas externas de morbilidad y de mortalidad,X367,"Victima de avalancha, derrumbe y otros movimientos de tierra, granja"
Causas externas de morbilidad y de mortalidad,X368,"Victima de avalancha, derrumbe y otros movimientos de tierra, otro lugar especificado"
Causas externas de morbilidad y de mortalidad,X369,"Victima de avalancha, derrumbe y otros movimientos de tierra, lugar no especificado"
Causas externas de morbilidad y de mortalidad,X370,"Victima de tormenta cataclismica, vivienda"
Causas externas de morbilidad y de mortalidad,X371,"Victima de tormenta cataclismica, institucion residencial"
Causas externas de morbilidad y de mortalidad,X372,"Victima de tormenta cataclismica, escuelas, otras instituciones y areas administrativas publicas"
Causas externas de morbilidad y de mortalidad,X373,"Victima de tormenta cataclismica, areas de deporte y atletismo"
Causas externas de morbilidad y de mortalidad,X374,"Victima de tormenta cataclismica, calles y carreteras"
Causas externas de morbilidad y de mortalidad,X375,"Victima de tormenta cataclismica, comercio y area de servicios"
Causas externas de morbilidad y de mortalidad,X376,"Victima de tormenta cataclismica, area industrial y de la construccion"
Causas externas de morbilidad y de mortalidad,X377,"Victima de tormenta cataclismica, granja"
Causas externas de morbilidad y de mortalidad,X378,"Victima de tormenta cataclismica, otro lugar especificado"
Causas externas de morbilidad y de mortalidad,X379,"Victima de tormenta cataclismica, lugar no especificado"
Causas externas de morbilidad y de mortalidad,X380,"Victima de inundacion, vivienda"
Causas externas de morbilidad y de mortalidad,X381,"Victima de inundacion, institucion residencial"
Causas externas de morbilidad y de mortalidad,X382,"Victima de inundacion, escuelas, otras instituciones y areas administrativas publicas"
Causas externas de morbilidad y de mortalidad,X383,"Victima de inundacion, areas de deporte y atletismo"
Causas externas de morbilidad y de mortalidad,X384,"Victima de inundacion, calles y carreteras"
Causas externas de morbilidad y de mortalidad,X385,"Victima de inundacion, comercio y area de servicios"
Causas externas de morbilidad y de mortalidad,X386,"Victima de inundacion, area industrial y de la construccion"
Causas externas de morbilidad y de mortalidad,X387,"Victima de inundacion, granja"
Causas externas de morbilidad y de mortalidad,X388,"Victima de inundacion, otro lugar especificado"
Causas externas de morbilidad y de mortalidad,X389,"Victima de inundacion, lugar no especificado"
Causas externas de morbilidad y de mortalidad,X390,"Exposicion a otras fuerzas de la naturaleza, y las no especificadas, vivienda"
Causas externas de morbilidad y de mortalidad,X391,"Exposicion a otras fuerzas de la naturaleza, y las no especificadas, institucion residencial"
Causas externas de morbilidad y de mortalidad,X392,"Exposicion a otras fuerzas de la naturaleza, y las no especificadas, escuelas, otras instituciones y areas administrativas publicas"
Causas externas de morbilidad y de mortalidad,X393,"Exposicion a otras fuerzas de la naturaleza, y las no especificadas, areas de deporte y atletismo"
Causas externas de morbilidad y de mortalidad,X394,"Exposicion a otras fuerzas de la naturaleza, y las no especificadas, calles y carreteras"
Causas externas de morbilidad y de mortalidad,X395,"Exposicion a otras fuerzas de la naturaleza, y las no especificadas, comercio y area de servicios"
Causas externas de morbilidad y de mortalidad,X396,"Exposicion a otras fuerzas de la naturaleza, y las no especificadas, area industrial y de la construccion"
Causas externas de morbilidad y de mortalidad,X397,"Exposicion a otras fuerzas de la naturaleza, y las no especificadas, granja"
Causas externas de morbilidad y de mortalidad,X398,"Exposicion a otras fuerzas de la naturaleza, y las no especificadas, otro lugar especificado"
Causas externas de morbilidad y de mortalidad,X399,"Exposicion a otras fuerzas de la naturaleza, y las no especificadas, lugar no especificado"
Causas externas de morbilidad y de mortalidad,X400,"Envenenamiento accidental por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, vivienda"
Causas externas de morbilidad y de mortalidad,X401,"Envenenamiento accidental por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, institucion residencial"
Causas externas de morbilidad y de mortalidad,X402,"Envenenamiento accidental por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, escuelas, otras instituciones y areas administrativas publicas"
Causas externas de morbilidad y de mortalidad,X403,"Envenenamiento accidental por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, areas de deporte y atletismo"
Causas externas de morbilidad y de mortalidad,X404,"Envenenamiento accidental por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, calles y carreteras"
Causas externas de morbilidad y de mortalidad,X405,"Envenenamiento accidental por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, comercio y area de servicios"
Causas externas de morbilidad y de mortalidad,X406,"Envenenamiento accidental por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, area industrial y de la construccion"
Causas externas de morbilidad y de mortalidad,X407,"Envenenamiento accidental por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, granja"
Causas externas de morbilidad y de mortalidad,X408,"Envenenamiento accidental por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, otro lugar especificado"
Causas externas de morbilidad y de mortalidad,X409,"Envenenamiento accidental por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, lugar no especificado"
Causas externas de morbilidad y de mortalidad,X410,"Envenenamiento accidental por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, vivienda"
Causas externas de morbilidad y de mortalidad,X411,"Envenenamiento accidental por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, institucion residencial"
